subject,id,rt,stimulus,condition,trial_type,trial_index,list,ppt_gender,sentence_type,test_part,verb,responses,left_part,right_part,coding,first_mention_gender,event,event_number,trial_condition,responses_new,score,rt.mean,rt.sd,rt.se
3549,./full_passives_data/3549_M1B.csv,4383.699999928474,Luke is being greeted by Kate,passive,survey-likert-extra-labels,27,1B,man,M1 is being greeted by W3,rating_volition,greet4,6,M1 wanted to greet W3,W3 wanted to greet M1,standard,M,greet,4,different_gender,-0,-3,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,8508,Dave is being kissed by Jane,passive,survey-likert-extra-labels,32,1B,man,M4 is being kissed by W2,rating_causation,kiss4,4,M4 asked to kiss W2,W2 asked to kiss M4,standard,M,kiss,4,different_gender,2,-1,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,4552.199999928474,Dave is being kissed by Jane,passive,survey-likert-extra-labels,33,1B,man,M4 is being kissed by W2,rating_volition,kiss4,4,M4 wanted to kiss W2,W2 wanted to kiss M4,standard,M,kiss,4,different_gender,2,-1,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,6454.5,Jane is being seduced by Beth,passive,survey-likert-extra-labels,35,1B,man,W2 is being seduced by W4,rating_causation,seduce1,1,W4 started seducing W2 first,W2 started seducing W4 first,reversed,W,seduce,1,same_gender,1,-2,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,5320.400000095367,Jane is being seduced by Beth,passive,survey-likert-extra-labels,36,1B,man,W2 is being seduced by W4,rating_volition,seduce1,5,W4 wanted to seduce W2,W2 wanted to seduce W4,reversed,W,seduce,1,same_gender,5,2,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,7300.5,Kate is being touched by Luke,passive,survey-likert-extra-labels,41,1B,man,W3 is being touched by M1,rating_causation,touch3,2,M1 asked to touch W3,W3 asked to touch M1,reversed,W,touch,3,different_gender,2,-1,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,3079.5,Kate is being touched by Luke,passive,survey-likert-extra-labels,42,1B,man,W3 is being touched by M1,rating_volition,touch3,1,M1 wanted to touch W3,W3 wanted to touch M1,reversed,W,touch,3,different_gender,1,-2,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,5018,Jane is being shouted at by Dave,passive,survey-likert-extra-labels,44,1B,man,W2 is being shouted at by M4,rating_causation,shout4,2,M4 shouted at W2 first,W2 shouted at M4 first,reversed,W,shout,4,different_gender,2,-1,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,3786.399999976158,Jane is being shouted at by Dave,passive,survey-likert-extra-labels,45,1B,man,W2 is being shouted at by M4,rating_volition,shout4,2,M4 wanted to shout at W2,W2 wanted to shout at M4,reversed,W,shout,4,different_gender,2,-1,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,3573.100000023842,Mike is being seduced by Dave,passive,survey-likert-extra-labels,47,1B,man,M2 is being seduced by M4,rating_volition,seduce2,0,M4 wanted to seduce M2,M2 wanted to seduce M4,reversed,M,seduce,2,same_gender,0,-3,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,3693.5,Mike is being seduced by Dave,passive,survey-likert-extra-labels,48,1B,man,M2 is being seduced by M4,rating_causation,seduce2,2,M4 started seducing M2 first,M2 started seducing M4 first,reversed,M,seduce,2,same_gender,2,-1,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,5279.400000095367,Luke is being copied by Kate,passive,survey-likert-extra-labels,50,1B,man,M1 is being copied by W3,rating_volition,copy3,5,M1 wanted to copy W3,W3 wanted to copy M1,standard,M,copy,3,different_gender,1,-2,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,4914.300000071526,Luke is being copied by Kate,passive,survey-likert-extra-labels,51,1B,man,M1 is being copied by W3,rating_causation,copy3,4,M1 started copying W3 first,W3 started copying M1 first,standard,M,copy,3,different_gender,2,-1,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,4386.399999976158,Jane is being challenged by Beth,passive,survey-likert-extra-labels,53,1B,man,W2 is being challenged by W4,rating_volition,challenge1,1,W4 wanted to challenge W2,W2 wanted to challenge W4,reversed,W,challenge,1,same_gender,1,-2,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,7125,Jane is being challenged by Beth,passive,survey-likert-extra-labels,54,1B,man,W2 is being challenged by W4,rating_causation,challenge1,2,W4 started challenging W2 first,W2 started challenging W4 first,reversed,W,challenge,1,same_gender,2,-1,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,5447.300000071526,Jane is being opposed by Dave,passive,survey-likert-extra-labels,56,1B,man,W2 is being opposed by M4,rating_causation,oppose3,2,M4 started opposing W2,W2 started opposing M4,reversed,W,oppose,3,different_gender,2,-1,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,7012.099999904633,Jane is being opposed by Dave,passive,survey-likert-extra-labels,57,1B,man,W2 is being opposed by M4,rating_volition,oppose3,2,M4 wanted to oppose W2,W2 wanted to oppose M4,reversed,W,oppose,3,different_gender,2,-1,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,2873.200000047684,Mike is being hugged by Beth,passive,survey-likert-extra-labels,59,1B,man,M2 is being hugged by W4,rating_causation,hug4,1,W4 asked to hug M2,M2 asked to hug W4,reversed,M,hug,4,different_gender,1,-2,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,4430.100000023842,Mike is being hugged by Beth,passive,survey-likert-extra-labels,60,1B,man,M2 is being hugged by W4,rating_volition,hug4,0,W4 wanted to hug M2,M2 wanted to hug W4,reversed,M,hug,4,different_gender,0,-3,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,3197.200000047684,Beth is being kissed by Mike,passive,survey-likert-extra-labels,62,1B,man,W4 is being kissed by M2,rating_volition,kiss3,5,W4 wanted to kiss M2,M2 wanted to kiss W4,standard,W,kiss,3,different_gender,1,-2,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,3808.399999976158,Beth is being kissed by Mike,passive,survey-likert-extra-labels,63,1B,man,W4 is being kissed by M2,rating_causation,kiss3,4,W4 asked to kiss M2,M2 asked to kiss W4,standard,W,kiss,3,different_gender,2,-1,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,3758.599999904633,Mike is being touched by Dave,passive,survey-likert-extra-labels,65,1B,man,M2 is being touched by M4,rating_volition,touch2,2,M4 wanted to touch M2,M2 wanted to touch M4,reversed,M,touch,2,same_gender,2,-1,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,3871.399999976158,Mike is being touched by Dave,passive,survey-likert-extra-labels,66,1B,man,M2 is being touched by M4,rating_causation,touch2,3,M4 asked to touch M2,M2 asked to touch M4,reversed,M,touch,2,same_gender,3,0,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,3922.3000000715256,Kate is being looked at by Ruth,passive,survey-likert-extra-labels,68,1B,man,W3 is being looked at by W1,rating_volition,look1,6,W3 wanted to look at W1,W1 wanted to look at W3,standard,W,look,1,same_gender,-0,-3,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,7272.199999928474,Kate is being looked at by Ruth,passive,survey-likert-extra-labels,69,1B,man,W3 is being looked at by W1,rating_causation,look1,3,W3 looked at W1 first,W1 looked at W3 first,standard,W,look,1,same_gender,3,0,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,9283.200000047684,Ruth is being shouted at by Kate,passive,survey-likert-extra-labels,74,1B,man,W1 is being shouted at by W3,rating_causation,shout1,2,W3 shouted at W1 first,W1 shouted at W3 first,reversed,W,shout,1,same_gender,2,-1,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,5697.799999952316,Ruth is being shouted at by Kate,passive,survey-likert-extra-labels,75,1B,man,W1 is being shouted at by W3,rating_volition,shout1,2,W3 wanted to shout at W1,W1 wanted to shout at W3,reversed,W,shout,1,same_gender,2,-1,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,4713.5,Jane is being hugged by Dave,passive,survey-likert-extra-labels,80,1B,man,W2 is being hugged by M4,rating_causation,hug3,2,M4 asked to hug W2,W2 asked to hug M4,reversed,W,hug,3,different_gender,2,-1,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,5680.799999952316,Jane is being hugged by Dave,passive,survey-likert-extra-labels,81,1B,man,W2 is being hugged by M4,rating_volition,hug3,1,M4 wanted to hug W2,W2 wanted to hug M4,reversed,W,hug,3,different_gender,1,-2,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,4507.799999952316,Jane is being touched by Beth,passive,survey-likert-extra-labels,83,1B,man,W2 is being touched by W4,rating_causation,touch1,2,W4 asked to touch W2,W2 asked to touch W4,reversed,W,touch,1,same_gender,2,-1,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,3934.600000023842,Jane is being touched by Beth,passive,survey-likert-extra-labels,84,1B,man,W2 is being touched by W4,rating_volition,touch1,0,W4 wanted to touch W2,W2 wanted to touch W4,reversed,W,touch,1,same_gender,0,-3,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,3400,Beth is being copied by Jane,passive,survey-likert-extra-labels,86,1B,man,W4 is being copied by W2,rating_causation,copy1,3,W4 started copying W2 first,W2 started copying W4 first,standard,W,copy,1,same_gender,3,0,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,6092,Beth is being copied by Jane,passive,survey-likert-extra-labels,87,1B,man,W4 is being copied by W2,rating_volition,copy1,5,W4 wanted to copy W2,W2 wanted to copy W4,standard,W,copy,1,same_gender,1,-2,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,9117.900000095367,Dave is being greeted by Mike,passive,survey-likert-extra-labels,89,1B,man,M4 is being greeted by M2,rating_volition,greet2,4,M4 wanted to greet M2,M2 wanted to greet M4,standard,M,greet,2,same_gender,2,-1,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,3481.700000047684,Dave is being greeted by Mike,passive,survey-likert-extra-labels,90,1B,man,M4 is being greeted by M2,rating_causation,greet2,4,M4 started greeting M2 first,M2 started greeting M4 first,standard,M,greet,2,same_gender,2,-1,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,3406,Kate is being challenged by Luke,passive,survey-likert-extra-labels,95,1B,man,W3 is being challenged by M1,rating_causation,challenge4,2,M1 started challenging W3 first,W3 started challenging M1 first,reversed,W,challenge,4,different_gender,2,-1,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,2312.2999999523163,Kate is being challenged by Luke,passive,survey-likert-extra-labels,96,1B,man,W3 is being challenged by M1,rating_volition,challenge4,2,M1 wanted to challenge W3,W3 wanted to challenge M1,reversed,W,challenge,4,different_gender,2,-1,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,3706.899999976158,Mike is being shouted at by Beth,passive,survey-likert-extra-labels,98,1B,man,M2 is being shouted at by W4,rating_volition,shout3,2,W4 wanted to shout at M2,M2 wanted to shout at W4,reversed,M,shout,3,different_gender,2,-1,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,2068.599999904633,Mike is being shouted at by Beth,passive,survey-likert-extra-labels,99,1B,man,M2 is being shouted at by W4,rating_causation,shout3,3,W4 shouted at M2 first,M2 shouted at W4 first,reversed,M,shout,3,different_gender,3,0,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,2379.599999904633,Mike is being opposed by Beth,passive,survey-likert-extra-labels,101,1B,man,M2 is being opposed by W4,rating_causation,oppose4,3,W4 started opposing M2,M2 started opposing W4,reversed,M,oppose,4,different_gender,3,0,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,4474.5,Mike is being opposed by Beth,passive,survey-likert-extra-labels,102,1B,man,M2 is being opposed by W4,rating_volition,oppose4,2,W4 wanted to oppose M2,M2 wanted to oppose W4,reversed,M,oppose,4,different_gender,2,-1,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,3609.5,Beth is being looked at by Mike,passive,survey-likert-extra-labels,104,1B,man,W4 is being looked at by M2,rating_volition,look4,2,W4 wanted to look at M2,M2 wanted to look at W4,standard,W,look,4,different_gender,4,1,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,1839,Beth is being looked at by Mike,passive,survey-likert-extra-labels,105,1B,man,W4 is being looked at by M2,rating_causation,look4,3,W4 looked at M2 first,M2 looked at W4 first,standard,W,look,4,different_gender,3,0,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,5383.399999976158,Dave is being copied by Mike,passive,survey-likert-extra-labels,107,1B,man,M4 is being copied by M2,rating_volition,copy2,5,M4 wanted to copy M2,M2 wanted to copy M4,standard,M,copy,2,same_gender,1,-2,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,2211.200000047684,Dave is being copied by Mike,passive,survey-likert-extra-labels,108,1B,man,M4 is being copied by M2,rating_causation,copy2,3,M4 started copying M2 first,M2 started copying M4 first,standard,M,copy,2,same_gender,3,0,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,2487,Luke is being shouted at by Fred,passive,survey-likert-extra-labels,110,1B,man,M1 is being shouted at by M3,rating_volition,shout2,3,M3 wanted to shout at M1,M1 wanted to shout at M3,reversed,M,shout,2,same_gender,3,0,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,2785.5,Luke is being shouted at by Fred,passive,survey-likert-extra-labels,111,1B,man,M1 is being shouted at by M3,rating_causation,shout2,3,M3 shouted at M1 first,M1 shouted at M3 first,reversed,M,shout,2,same_gender,3,0,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,2238.099999904633,Kate is being seduced by Luke,passive,survey-likert-extra-labels,113,1B,man,W3 is being seduced by M1,rating_volition,seduce3,0,M1 wanted to seduce W3,W3 wanted to seduce M1,reversed,W,seduce,3,different_gender,0,-3,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,2479.3000000715256,Kate is being seduced by Luke,passive,survey-likert-extra-labels,114,1B,man,W3 is being seduced by M1,rating_causation,seduce3,3,M1 started seducing W3 first,W3 started seducing M1 first,reversed,W,seduce,3,different_gender,3,0,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,2302.7999999523163,Kate is being kissed by Ruth,passive,survey-likert-extra-labels,116,1B,man,W3 is being kissed by W1,rating_volition,kiss1,3,W3 wanted to kiss W1,W1 wanted to kiss W3,standard,W,kiss,1,same_gender,3,0,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,5959.400000095367,Kate is being kissed by Ruth,passive,survey-likert-extra-labels,117,1B,man,W3 is being kissed by W1,rating_causation,kiss1,6,W3 asked to kiss W1,W1 asked to kiss W3,standard,W,kiss,1,same_gender,-0,-3,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,11841.399999976158,Ruth is being opposed by Kate,passive,survey-likert-extra-labels,119,1B,man,W1 is being opposed by W3,rating_causation,oppose1,1,W3 started opposing W1,W1 started opposing W3,reversed,W,oppose,1,same_gender,1,-2,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,3817,Ruth is being opposed by Kate,passive,survey-likert-extra-labels,120,1B,man,W1 is being opposed by W3,rating_volition,oppose1,3,W3 wanted to oppose W1,W1 wanted to oppose W3,reversed,W,oppose,1,same_gender,3,0,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,6684.100000023842,Fred is being looked at by Luke,passive,survey-likert-extra-labels,122,1B,man,M3 is being looked at by M1,rating_volition,look2,4,M3 wanted to look at M1,M1 wanted to look at M3,standard,M,look,2,same_gender,2,-1,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,2518.3000000715256,Fred is being looked at by Luke,passive,survey-likert-extra-labels,123,1B,man,M3 is being looked at by M1,rating_causation,look2,3,M3 looked at M1 first,M1 looked at M3 first,standard,M,look,2,same_gender,3,0,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,3791.5,Fred is being kissed by Luke,passive,survey-likert-extra-labels,125,1B,man,M3 is being kissed by M1,rating_volition,kiss2,4,M3 wanted to kiss M1,M1 wanted to kiss M3,standard,M,kiss,2,same_gender,2,-1,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,2731.399999976158,Fred is being kissed by Luke,passive,survey-likert-extra-labels,126,1B,man,M3 is being kissed by M1,rating_causation,kiss2,3,M3 asked to kiss M1,M1 asked to kiss M3,standard,M,kiss,2,same_gender,3,0,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,10403.899999976158,Mike is being challenged by Dave,passive,survey-likert-extra-labels,128,1B,man,M2 is being challenged by M4,rating_volition,challenge2,2,M4 wanted to challenge M2,M2 wanted to challenge M4,reversed,M,challenge,2,same_gender,2,-1,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,2932,Mike is being challenged by Dave,passive,survey-likert-extra-labels,129,1B,man,M2 is being challenged by M4,rating_causation,challenge2,3,M4 started challenging M2 first,M2 started challenging M4 first,reversed,M,challenge,2,same_gender,3,0,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,2888.099999904633,Beth is being greeted by Jane,passive,survey-likert-extra-labels,131,1B,man,W4 is being greeted by W2,rating_volition,greet1,6,W4 wanted to greet W2,W2 wanted to greet W4,standard,W,greet,1,same_gender,-0,-3,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,3085.3000000715256,Beth is being greeted by Jane,passive,survey-likert-extra-labels,132,1B,man,W4 is being greeted by W2,rating_causation,greet1,4,W4 started greeting W2 first,W2 started greeting W4 first,standard,W,greet,1,same_gender,2,-1,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,2386.9000000953674,Dave is being looked at by Jane,passive,survey-likert-extra-labels,134,1B,man,M4 is being looked at by W2,rating_volition,look3,2,M4 wanted to look at W2,W2 wanted to look at M4,standard,M,look,3,different_gender,4,1,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,1339.5,Dave is being looked at by Jane,passive,survey-likert-extra-labels,135,1B,man,M4 is being looked at by W2,rating_causation,look3,3,M4 looked at W2 first,W2 looked at M4 first,standard,M,look,3,different_gender,3,0,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,3206.2999999523163,Luke is being hugged by Fred,passive,survey-likert-extra-labels,140,1B,man,M1 is being hugged by M3,rating_volition,hug2,0,M3 wanted to hug M1,M1 wanted to hug M3,reversed,M,hug,2,same_gender,0,-3,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,2229.399999976158,Luke is being hugged by Fred,passive,survey-likert-extra-labels,141,1B,man,M1 is being hugged by M3,rating_causation,hug2,2,M3 asked to hug M1,M1 asked to hug M3,reversed,M,hug,2,same_gender,2,-1,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,8140.899999976158,Ruth is being greeted by Fred,passive,survey-likert-extra-labels,146,1B,man,W1 is being greeted by M3,rating_causation,greet3,5,W1 started greeting M3 first,M3 started greeting W1 first,standard,W,greet,3,different_gender,1,-2,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,2734.200000047684,Ruth is being greeted by Fred,passive,survey-likert-extra-labels,147,1B,man,W1 is being greeted by M3,rating_volition,greet3,6,W1 wanted to greet M3,M3 wanted to greet W1,standard,W,greet,3,different_gender,-0,-3,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,3283.5,Fred is being seduced by Ruth,passive,survey-likert-extra-labels,149,1B,man,M3 is being seduced by W1,rating_volition,seduce4,0,W1 wanted to seducing M3,M3 wanted to seducing W1,reversed,M,seduce,4,different_gender,0,-3,4865.953749999404,2417.9152465456473,270.33114275546154
3549,./full_passives_data/3549_M1B.csv,3607.399999976158,Fred is being seduced by Ruth,passive,survey-likert-extra-labels,150,1B,man,M3 is being seduced by W1,rating_causation,seduce4,1,W1 started seducing M3 first,M3 started seducing W1 first,reversed,M,seduce,4,different_gender,1,-2,4865.953749999404,2417.9152465456473,270.33114275546154
4537,./full_passives_data/4537_M2A.csv,5284.299999713898,Jane is being challenged by Fred,passive,survey-likert-extra-labels,8,2A,man,W3 is being challenged by M1,rating_volition,challenge4,6,W3 wanted to challenge M1,M1 wanted to challenge W3,standard,M,challenge,4,different_gender,-0,-3,4475.618749994039,1943.7651064787972,217.31954551893537
4537,./full_passives_data/4537_M2A.csv,8915.200000286102,Jane is being challenged by Fred,passive,survey-likert-extra-labels,9,2A,man,W3 is being challenged by M1,rating_causation,challenge4,6,W3 started challenging M1 first,M1 started challenging W3 first,standard,M,challenge,4,different_gender,-0,-3,4475.618749994039,1943.7651064787972,217.31954551893537
4537,./full_passives_data/4537_M2A.csv,5397.599999904633,Jane is being kissed by Beth,passive,survey-likert-extra-labels,11,2A,man,W3 is being kissed by W1,rating_volition,kiss1,0,W1 wanted to kiss W3,W3 wanted to kiss W1,reversed,W,kiss,1,same_gender,0,-3,4475.618749994039,1943.7651064787972,217.31954551893537
4537,./full_passives_data/4537_M2A.csv,6913.599999904633,Jane is being kissed by Beth,passive,survey-likert-extra-labels,12,2A,man,W3 is being kissed by W1,rating_causation,kiss1,0,W1 asked to kiss W3,W3 asked to kiss W1,reversed,W,kiss,1,same_gender,0,-3,4475.618749994039,1943.7651064787972,217.31954551893537
4537,./full_passives_data/4537_M2A.csv,5772.199999809265,Fred is being hugged by Luke,passive,survey-likert-extra-labels,14,2A,man,M1 is being hugged by M3,rating_causation,hug2,6,M1 asked to hug M3,M3 asked to hug M1,standard,M,hug,2,same_gender,-0,-3,4475.618749994039,1943.7651064787972,217.31954551893537
4537,./full_passives_data/4537_M2A.csv,9890.5,Fred is being hugged by Luke,passive,survey-likert-extra-labels,15,2A,man,M1 is being hugged by M3,rating_volition,hug2,6,M1 wanted to hug M3,M3 wanted to hug M1,standard,M,hug,2,same_gender,-0,-3,4475.618749994039,1943.7651064787972,217.31954551893537
4537,./full_passives_data/4537_M2A.csv,6840.599999904633,Fred is being opposed by Luke,passive,survey-likert-extra-labels,17,2A,man,M1 is being opposed by M3,rating_causation,oppose2,6,M1 started opposing M3,M3 started opposing M1,standard,M,oppose,2,same_gender,-0,-3,4475.618749994039,1943.7651064787972,217.31954551893537
4537,./full_passives_data/4537_M2A.csv,6000.60000038147,Fred is being opposed by Luke,passive,survey-likert-extra-labels,18,2A,man,M1 is being opposed by M3,rating_volition,oppose2,6,M1 wanted to oppose M3,M3 wanted to oppose M1,standard,M,oppose,2,same_gender,-0,-3,4475.618749994039,1943.7651064787972,217.31954551893537
